fruit,stem,image_source,mask_source,action,reason,note,source,confirmed_by,confirmed_at,session,split_group,has_instances,has_boxes,rule_pending,overlap_neighbors,instances_source,boxes_source,apple_check_verdict,verdict_source,peach_dup_candidate,mask_audit_reason
grape,493,reviewed_260916,reviewed_260916,keep,,,reviewed,,,493,g0492,0,1,,,none,psm_gt,,none,,
grape,494,reviewed_260916,reviewed_260916,keep,,,reviewed,,,494,g0493,0,1,,,none,psm_gt,,none,,
grape,495,reviewed_260916,reviewed_260916,keep,,,reviewed,,,495,g0494,0,1,,,none,psm_gt,,none,,
grape,496,reviewed_260916,reviewed_260916,keep,,,reviewed,,,496,g0495,0,1,,,none,psm_gt,,none,,
grape,497,reviewed_260916,reviewed_260916,keep,,,reviewed,,,497,g0496,0,1,,,none,psm_gt,,none,,
grape,498,reviewed_260916,reviewed_260916,keep,,,reviewed,,,498,g0497,0,1,,,none,psm_gt,,none,,
grape,499,reviewed_260916,reviewed_260916,keep,,,reviewed,,,499,g0498,0,1,,,none,psm_gt,,none,,
grape,500,reviewed_260916,reviewed_260916,keep,,,reviewed,,,500,g0499,0,1,,,none,psm_gt,,none,,
grape,501,reviewed_260916,reviewed_260916,keep,,,reviewed,,,501,g0500,0,1,,,none,psm_gt,,none,,
grape,502,reviewed_260916,reviewed_260916,keep,,,reviewed,,,502,g0501,0,1,,,none,psm_gt,,none,,
grape,503,reviewed_260916,reviewed_260916,keep,,,reviewed,,,503,g0502,0,1,,,none,psm_gt,,none,,
grape,504,reviewed_260916,reviewed_260916,keep,,,reviewed,,,504,g0503,0,1,,,none,psm_gt,,none,,
grape,505,reviewed_260916,reviewed_260916,keep,,,reviewed,,,505,g0504,0,1,,,none,psm_gt,,none,,
grape,506,reviewed_260916,reviewed_260916,keep,,,reviewed,,,506,g0505,0,1,,,none,psm_gt,,none,,
grape,507,reviewed_260916,reviewed_260916,keep,,,reviewed,,,507,g0506,0,1,,,none,psm_gt,,none,,
grape,508,reviewed_260916,reviewed_260916,keep,,,reviewed,,,508,g0507,0,1,,,none,psm_gt,,none,,
grape,509,reviewed_260916,reviewed_260916,keep,,,reviewed,,,509,g0508,0,1,,,none,psm_gt,,none,,
grape,510,reviewed_260916,reviewed_260916,keep,,,reviewed,,,510,g0509,0,1,,,none,psm_gt,,none,,
grape,511,reviewed_260916,reviewed_260916,keep,,,reviewed,,,511,g0510,0,1,,,none,psm_gt,,none,,
grape,512,reviewed_260916,reviewed_260916,keep,,,reviewed,,,512,g0511,0,1,,,none,psm_gt,,none,,
grape,513,reviewed_260916,reviewed_260916,keep,,,reviewed,,,513,g0512,0,1,,,none,psm_gt,,none,,
grape,514,reviewed_260916,reviewed_260916,keep,,,reviewed,,,514,g0513,0,1,,,none,psm_gt,,none,,
grape,515,reviewed_260916,reviewed_260916,keep,,dice 0.87 — 라벨된 송이 자체는 정확(규칙 판정). 다만 라벨 안 된 다른 송이가 있을 수 있음,reviewed,,,515,g0514,0,1,,,none,psm_gt,,none,,
grape,516,reviewed_260916,reviewed_260916,keep,,,reviewed,,,516,g0515,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
grape,517,reviewed_260916,reviewed_260916,keep,,,reviewed,,,517,g0516,0,1,,,none,psm_gt,,none,,
grape,518,reviewed_260916,reviewed_260916,needs_human,,[missing_bunch] dice 0.75 — 송이 일부만 라벨(규칙 판정),ai,,,518,g0517,0,1,,,none,psm_gt,,none,,
grape,519,reviewed_260916,reviewed_260916,keep,,,reviewed,,,519,g0518,0,1,,,none,psm_gt,,none,,
grape,520,reviewed_260916,reviewed_260916,keep,,,reviewed,,,520,g0519,0,1,,,none,psm_gt,,none,,
grape,521,reviewed_260916,reviewed_260916,keep,,,reviewed,,,521,g0520,0,1,,,none,psm_gt,,none,,
grape,522,reviewed_260916,reviewed_260916,keep,,,reviewed,,,522,g0521,0,1,,,none,psm_gt,,none,,
grape,523,reviewed_260916,reviewed_260916,keep,,,reviewed,,,523,g0522,0,1,,,none,psm_gt,,none,,
grape,524,reviewed_260916,reviewed_260916,keep,,,reviewed,,,524,g0523,0,1,,,none,psm_gt,,none,,
grape,525,reviewed_260916,reviewed_260916,keep,,dice 0.92 — 라벨된 송이 자체는 정확(규칙 판정). 다만 라벨 안 된 다른 송이가 있을 수 있음,reviewed,,,525,g0524,0,1,,,none,psm_gt,,none,,
grape,526,reviewed_260916,reviewed_260916,keep,,dice 0.89 — 라벨된 송이 자체는 정확(규칙 판정). 다만 라벨 안 된 다른 송이가 있을 수 있음,reviewed,,,526,g0525,0,1,,,none,psm_gt,,none,,
grape,527,reviewed_260916,reviewed_260916,keep,,,reviewed,,,527,g0526,0,1,,,none,psm_gt,,none,,
grape,528,reviewed_260916,reviewed_260916,keep,,,reviewed,,,528,g0527,0,1,,,none,psm_gt,,none,,
grape,529,reviewed_260916,reviewed_260916,keep,,,reviewed,,,529,g0528,0,1,,,none,psm_gt,,none,,
grape,530,reviewed_260916,reviewed_260916,keep,,,reviewed,,,530,g0529,0,1,,,none,psm_gt,,none,,
grape,531,reviewed_260916,reviewed_260916,keep,,,reviewed,,,531,g0530,0,1,,,none,psm_gt,,none,,
grape,532,reviewed_260916,reviewed_260916,keep,,,reviewed,,,532,g0531,0,1,,,none,psm_gt,,none,,
grape,533,reviewed_260916,reviewed_260916,needs_human,,[missing_bunch] dice 0.58 — 송이 일부만 라벨(규칙 판정),ai,,,533,g0532,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
grape,534,reviewed_260916,reviewed_260916,needs_human,,[missing_bunch] dice 0.74 — 송이 일부만 라벨(규칙 판정),ai,,,534,g0533,0,1,,,none,psm_gt,,none,,
grape,535,reviewed_260916,reviewed_260916,needs_human,,[missing_bunch] dice 0.79 — 송이 일부만 라벨(규칙 판정),ai,,,535,g0534,0,1,,,none,psm_gt,,none,,
grape,536,reviewed_260916,reviewed_260916,keep,,,reviewed,,,536,g0535,0,1,,,none,psm_gt,,none,,
grape,537,reviewed_260916,reviewed_260916,keep,,,reviewed,,,537,g0536,0,1,,,none,psm_gt,,none,,
grape,538,reviewed_260916,reviewed_260916,keep,,,reviewed,,,538,g0537,0,1,,,none,psm_gt,,none,,
grape,539,reviewed_260916,reviewed_260916,keep,,,reviewed,,,539,g0538,0,1,,,none,psm_gt,,none,,
grape,540,reviewed_260916,reviewed_260916,keep,,,reviewed,,,540,g0539,0,1,,,none,psm_gt,,none,,
grape,541,reviewed_260916,reviewed_260916,keep,,,reviewed,,,541,g0540,0,1,,,none,psm_gt,,none,,
grape,542,reviewed_260916,reviewed_260916,keep,,,reviewed,,,542,g0541,0,1,,,none,psm_gt,,none,,
grape,543,reviewed_260916,reviewed_260916,keep,,,reviewed,,,543,g0542,0,1,,,none,psm_gt,,none,,
grape,544,reviewed_260916,reviewed_260916,keep,,,reviewed,,,544,g0543,0,1,,,none,psm_gt,,none,,
grape,545,reviewed_260916,reviewed_260916,keep,,,reviewed,,,545,g0544,0,1,,,none,psm_gt,,none,,
grape,546,reviewed_260916,reviewed_260916,keep,,,reviewed,,,546,g0545,0,1,,,none,psm_gt,,none,,
grape,547,reviewed_260916,reviewed_260916,keep,,,reviewed,,,547,g0546,0,1,,,none,psm_gt,,none,,
grape,548,-,-,excluded_duplicate,reviewed_duplicate,근접 중복(대표 1615 만 남김),ai,,,548,g0547,0,0,,,none,none,,none,,
grape,549,reviewed_260916,reviewed_260916,keep,,,reviewed,,,549,g0548,0,1,,,none,psm_gt,,none,,
grape,550,reviewed_260916,reviewed_260916,keep,,,reviewed,,,550,g0549,0,1,,,none,psm_gt,,none,,
grape,551,reviewed_260916,reviewed_260916,keep,,,reviewed,,,551,g0550,0,1,,,none,psm_gt,,none,,
grape,552,reviewed_260916,reviewed_260916,keep,,,reviewed,,,552,g0551,0,1,,,none,psm_gt,,none,,
grape,553,reviewed_260916,reviewed_260916,keep,,,reviewed,,,553,g0552,0,1,,,none,psm_gt,,none,,
grape,554,reviewed_260916,reviewed_260916,keep,,dice 0.81 — 라벨된 송이 자체는 정확(규칙 판정). 다만 라벨 안 된 다른 송이가 있을 수 있음,reviewed,,,554,g0553,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
grape,555,reviewed_260916,reviewed_260916,needs_human,,[missing_bunch] dice 0.75 — 송이 일부만 라벨(규칙 판정),ai,,,555,g0554,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
grape,556,reviewed_260916,reviewed_260916,keep,,dice 0.90 — 라벨된 송이 자체는 정확(규칙 판정). 다만 라벨 안 된 다른 송이가 있을 수 있음,reviewed,,,556,g0555,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
grape,557,reviewed_260916,reviewed_260916,keep,,,reviewed,,,557,g0556,0,1,,,none,psm_gt,,none,,
grape,558,reviewed_260916,reviewed_260916,keep,,,reviewed,,,558,g0557,0,1,,,none,psm_gt,,none,,
grape,559,reviewed_260916,reviewed_260916,keep,,,reviewed,,,559,g0558,0,1,,,none,psm_gt,,none,,
grape,560,reviewed_260916,reviewed_260916,keep,,,reviewed,,,560,g0559,0,1,,,none,psm_gt,,none,,
grape,561,reviewed_260916,reviewed_260916,keep,,,reviewed,,,561,g0560,0,1,,,none,psm_gt,,none,,
grape,562,reviewed_260916,reviewed_260916,keep,,dice 0.94 — 라벨된 송이 자체는 정확(규칙 판정). 다만 라벨 안 된 다른 송이가 있을 수 있음,reviewed,,,562,g0561,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
grape,563,reviewed_260916,reviewed_260916,keep,,,reviewed,,,563,g0562,0,1,,,none,psm_gt,,none,,
grape,564,reviewed_260916,reviewed_260916,keep,,,reviewed,,,564,g0563,0,1,,,none,psm_gt,,none,,
grape,565,reviewed_260916,reviewed_260916,keep,,dice 0.96 — 라벨된 송이 자체는 정확(규칙 판정). 다만 라벨 안 된 다른 송이가 있을 수 있음,reviewed,,,565,g0564,0,1,,,none,psm_gt,,none,,
grape,566,reviewed_260916,reviewed_260916,keep,,,reviewed,,,566,g0565,0,1,,,none,psm_gt,,none,,
grape,567,reviewed_260916,reviewed_260916,keep,,,reviewed,,,567,g0566,0,1,,,none,psm_gt,,none,,
grape,568,-,-,excluded_duplicate,reviewed_duplicate,근접 중복(대표 1035 만 남김),ai,,,568,g0567,0,0,,,none,none,,none,,
grape,569,reviewed_260916,reviewed_260916,keep,,,reviewed,,,569,g0568,0,1,,,none,psm_gt,,none,,
grape,570,reviewed_260916,reviewed_260916,keep,,,reviewed,,,570,g0569,0,1,,,none,psm_gt,,none,,
grape,571,reviewed_260916,reviewed_260916,keep,,,reviewed,,,571,g0570,0,1,,,none,psm_gt,,none,,
grape,572,reviewed_260916,reviewed_260916,keep,,,reviewed,,,572,g0571,0,1,,,none,psm_gt,,none,,
grape,573,reviewed_260916,reviewed_260916,keep,,,reviewed,,,573,g0572,0,1,,,none,psm_gt,,none,,
grape,574,reviewed_260916,reviewed_260916,keep,,,reviewed,,,574,g0573,0,1,,,none,psm_gt,,none,,
grape,575,reviewed_260916,reviewed_260916,keep,,,reviewed,,,575,g0574,0,1,,,none,psm_gt,,none,,
grape,576,reviewed_260916,reviewed_260916,keep,,,reviewed,,,576,g0575,0,1,,,none,psm_gt,,none,,
grape,577,-,-,excluded_duplicate,reviewed_duplicate,근접 중복(대표 1037 만 남김),ai,,,577,g0576,0,0,,,none,none,,none,,
grape,578,reviewed_260916,reviewed_260916,keep,,초점 나간 앞 알까지 라벨 — 송이 맞음,reviewed,,,578,g0577,0,1,,,none,psm_gt,,none,,
grape,579,reviewed_260916,reviewed_260916,keep,,,reviewed,,,579,g0578,0,1,,,none,psm_gt,,none,,
grape,580,reviewed_260916,reviewed_260916,keep,,,reviewed,,,580,g0579,0,1,,,none,psm_gt,,none,,
grape,581,reviewed_260916,reviewed_260916,keep,,dice 0.98 — 라벨된 송이 자체는 정확(규칙 판정). 다만 라벨 안 된 다른 송이가 있을 수 있음,reviewed,,,581,g0580,0,1,,,none,psm_gt,,none,,
grape,582,-,-,excluded_duplicate,reviewed_duplicate,근접 중복(대표 1043 만 남김),ai,,,582,g0581,0,0,,,none,none,,none,,
grape,583,reviewed_260916,reviewed_260916,keep,,,reviewed,,,583,g0582,0,1,,,none,psm_gt,,none,,
grape,584,reviewed_260916,reviewed_260916,keep,,,reviewed,,,584,g0583,0,1,,,none,psm_gt,,none,,
grape,585,reviewed_260916,reviewed_260916,keep,,,reviewed,,,585,g0584,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
grape,586,reviewed_260916,reviewed_260916,keep,,,reviewed,,,586,g0585,0,1,,,none,psm_gt,,none,,
grape,587,reviewed_260916,reviewed_260916,keep,,,reviewed,,,587,g0586,0,1,,,none,psm_gt,,none,,
grape,588,reviewed_260916,reviewed_260916,keep,,,reviewed,,,588,g0587,0,1,,,none,psm_gt,,none,,
grape,589,reviewed_260916,reviewed_260916,keep,,,reviewed,,,589,g0588,0,1,,,none,psm_gt,,none,,
grape,590,reviewed_260916,reviewed_260916,keep,,,reviewed,,,590,g0589,0,1,,,none,psm_gt,,none,,
grape,591,reviewed_260916,reviewed_260916,keep,,,reviewed,,,591,g0590,0,1,,,none,psm_gt,,none,,
grape,592,reviewed_260916,reviewed_260916,keep,,,reviewed,,,592,g0591,0,1,,,none,psm_gt,,none,,
grape,593,-,-,excluded_duplicate,reviewed_duplicate,근접 중복(대표 1055 만 남김),ai,,,593,g0592,0,0,,,none,none,,none,,
grape,594,reviewed_260916,reviewed_260916,keep,,,reviewed,,,594,g0593,0,1,,,none,psm_gt,,none,,
grape,595,reviewed_260916,reviewed_260916,keep,,dice 0.90 — 라벨된 송이 자체는 정확(규칙 판정). 다만 라벨 안 된 다른 송이가 있을 수 있음,reviewed,,,595,g0594,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
grape,596,reviewed_260916,reviewed_260916,keep,,,reviewed,,,596,g0595,0,1,,,none,psm_gt,,none,,
grape,597,reviewed_260916,reviewed_260916,keep,,,reviewed,,,597,g0596,0,1,,,none,psm_gt,,none,,
grape,598,reviewed_260916,reviewed_260916,keep,,,reviewed,,,598,g0597,0,1,,,none,psm_gt,,none,,
grape,599,reviewed_260916,reviewed_260916,keep,,dice 0.96 — 라벨된 송이 자체는 정확(규칙 판정). 다만 라벨 안 된 다른 송이가 있을 수 있음,reviewed,,,599,g0598,0,1,,,none,psm_gt,,none,,
grape,600,reviewed_260916,reviewed_260916,keep,,,reviewed,,,600,g0599,0,1,,,none,psm_gt,,none,,
grape,601,reviewed_260916,reviewed_260916,keep,,,reviewed,,,601,g0600,0,1,,,none,psm_gt,,none,,
grape,602,reviewed_260916,reviewed_260916,keep,,,reviewed,,,602,g0601,0,1,,,none,psm_gt,,none,,
grape,603,reviewed_260916,reviewed_260916,keep,,,reviewed,,,603,g0602,0,1,,,none,psm_gt,,none,,
grape,604,reviewed_260916,reviewed_260916,keep,,,reviewed,,,604,g0603,0,1,,,none,psm_gt,,none,,
grape,605,reviewed_260916,reviewed_260916,keep,,,reviewed,,,605,g0604,0,1,,,none,psm_gt,,none,,
grape,606,reviewed_260916,reviewed_260916,needs_human,,[missing_bunch] dice 0.75 — 송이 일부만 라벨(규칙 판정),ai,,,606,g0605,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
grape,607,reviewed_260916,reviewed_260916,keep,,dice 0.88 — 라벨된 송이 자체는 정확(규칙 판정). 다만 라벨 안 된 다른 송이가 있을 수 있음,reviewed,,,607,g0606,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
grape,608,reviewed_260916,reviewed_260916,keep,,,reviewed,,,608,g0607,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
grape,609,reviewed_260916,reviewed_260916,keep,,,reviewed,,,609,g0608,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
grape,610,reviewed_260916,reviewed_260916,keep,,,reviewed,,,610,g0609,0,1,,,none,psm_gt,,none,,
grape,611,reviewed_260916,reviewed_260916,keep,,,reviewed,,,611,g0610,0,1,,,none,psm_gt,,none,,
grape,612,reviewed_260916,reviewed_260916,keep,,,reviewed,,,612,g0611,0,1,,,none,psm_gt,,none,,
grape,613,reviewed_260916,reviewed_260916,keep,,dice 0.98 — 라벨된 송이 자체는 정확(규칙 판정). 다만 라벨 안 된 다른 송이가 있을 수 있음,reviewed,,,613,g0612,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
grape,614,reviewed_260916,reviewed_260916,keep,,,reviewed,,,614,g0613,0,1,,,none,psm_gt,,none,,
grape,615,reviewed_260916,reviewed_260916,keep,,,reviewed,,,615,g0614,0,1,,,none,psm_gt,,none,,
grape,616,reviewed_260916,reviewed_260916,keep,,,reviewed,,,616,g0615,0,1,,,none,psm_gt,,none,,
grape,617,reviewed_260916,reviewed_260916,keep,,,reviewed,,,617,g0616,0,1,,,none,psm_gt,,none,,
grape,618,reviewed_260916,reviewed_260916,keep,,,reviewed,,,618,g0617,0,1,,,none,psm_gt,,none,,
grape,619,reviewed_260916,reviewed_260916,keep,,,reviewed,,,619,g0618,0,1,,,none,psm_gt,,none,,
grape,620,reviewed_260916,reviewed_260916,keep,,,reviewed,,,620,g0619,0,1,,,none,psm_gt,,none,,
grape,621,reviewed_260916,reviewed_260916,keep,,,reviewed,,,621,g0620,0,1,,,none,psm_gt,,none,,
grape,622,reviewed_260916,reviewed_260916,keep,,,reviewed,,,622,g0621,0,1,,,none,psm_gt,,none,,
grape,623,reviewed_260916,reviewed_260916,keep,,,reviewed,,,623,g0622,0,1,,,none,psm_gt,,none,,
grape,624,reviewed_260916,reviewed_260916,keep,,,reviewed,,,624,g0623,0,1,,,none,psm_gt,,none,,
grape,625,reviewed_260916,reviewed_260916,keep,,dice 0.96 — 라벨된 송이 자체는 정확(규칙 판정). 다만 라벨 안 된 다른 송이가 있을 수 있음,reviewed,,,625,g0624,0,1,,,none,psm_gt,,none,,
grape,626,reviewed_260916,reviewed_260916,keep,,,reviewed,,,626,g0625,0,1,,,none,psm_gt,,none,,
grape,627,reviewed_260916,reviewed_260916,keep,,,reviewed,,,627,g0626,0,1,,,none,psm_gt,,none,,
grape,628,reviewed_260916,reviewed_260916,keep,,,reviewed,,,628,g0627,0,1,,,none,psm_gt,,none,,
grape,629,reviewed_260916,reviewed_260916,keep,,,reviewed,,,629,g0628,0,1,,,none,psm_gt,,none,,
grape,630,reviewed_260916,reviewed_260916,keep,,,reviewed,,,630,g0629,0,1,,,none,psm_gt,,none,,
grape,631,reviewed_260916,reviewed_260916,keep,,,reviewed,,,631,g0630,0,1,,,none,psm_gt,,none,,
grape,632,reviewed_260916,reviewed_260916,keep,,,reviewed,,,632,g0631,0,1,,,none,psm_gt,,none,,
grape,633,reviewed_260916,reviewed_260916,keep,,,reviewed,,,633,g0632,0,1,,,none,psm_gt,,none,,
grape,634,reviewed_260916,reviewed_260916,keep,,,reviewed,,,634,g0633,0,1,,,none,psm_gt,,none,,
grape,635,reviewed_260916,reviewed_260916,keep,,,reviewed,,,635,g0634,0,1,,,none,psm_gt,,none,,
grape,636,reviewed_260916,reviewed_260916,keep,,,reviewed,,,636,g0635,0,1,,,none,psm_gt,,none,,
grape,637,reviewed_260916,reviewed_260916,keep,,,reviewed,,,637,g0636,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
grape,638,reviewed_260916,reviewed_260916,keep,,,reviewed,,,638,g0637,0,1,,,none,psm_gt,,none,,
grape,639,reviewed_260916,reviewed_260916,keep,,,reviewed,,,639,g0638,0,1,,,none,psm_gt,,none,,
grape,640,reviewed_260916,reviewed_260916,keep,,,reviewed,,,640,g0639,0,1,,,none,psm_gt,,none,,
grape,641,reviewed_260916,reviewed_260916,keep,,,reviewed,,,641,g0640,0,1,,,none,psm_gt,,none,,
grape,642,reviewed_260916,reviewed_260916,keep,,,reviewed,,,642,g0641,0,1,,,none,psm_gt,,none,,
grape,643,reviewed_260916,reviewed_260916,keep,,,reviewed,,,643,g0642,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
grape,644,reviewed_260916,reviewed_260916,keep,,dice 0.81 — 라벨된 송이 자체는 정확(규칙 판정). 다만 라벨 안 된 다른 송이가 있을 수 있음,reviewed,,,644,g0643,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
grape,645,reviewed_260916,reviewed_260916,keep,,,reviewed,,,645,g0644,0,1,,,none,psm_gt,,none,,
grape,646,reviewed_260916,reviewed_260916,keep,,,reviewed,,,646,g0645,0,1,,,none,psm_gt,,none,,
grape,647,reviewed_260916,reviewed_260916,keep,,,reviewed,,,647,g0646,0,1,,,none,psm_gt,,none,,
grape,648,reviewed_260916,reviewed_260916,needs_human,,[other] 네모에 가까운 큰 블록,ai,,,648,g0647,0,1,,,none,psm_gt,,none,,
grape,649,reviewed_260916,reviewed_260916,keep,,,reviewed,,,649,g0648,0,1,,,none,psm_gt,,none,,
grape,650,reviewed_260916,reviewed_260916,keep,,,reviewed,,,650,g0649,0,1,,,none,psm_gt,,none,,
grape,651,reviewed_260916,reviewed_260916,keep,,,reviewed,,,651,g0650,0,1,,,none,psm_gt,,none,,
grape,652,reviewed_260916,reviewed_260916,keep,,,reviewed,,,652,g0651,0,1,,,none,psm_gt,,none,,
grape,653,reviewed_260916,reviewed_260916,keep,,,reviewed,,,653,g0652,0,1,,,none,psm_gt,,none,,
grape,654,reviewed_260916,reviewed_260916,keep,,,reviewed,,,654,g0653,0,1,,,none,psm_gt,,none,,
grape,655,reviewed_260916,reviewed_260916,keep,,,reviewed,,,655,g0654,0,1,,,none,psm_gt,,none,,
grape,656,-,-,excluded_duplicate,reviewed_duplicate,근접 중복(대표 1095 만 남김),ai,,,656,g0655,0,0,,,none,none,,none,,
grape,657,reviewed_260916,reviewed_260916,keep,,,reviewed,,,657,g0656,0,1,,,none,psm_gt,,none,,
grape,658,reviewed_260916,reviewed_260916,needs_human,,[missing_bunch] dice 0.73 — 송이 일부만 라벨(규칙 판정),ai,,,658,g0657,0,1,,,none,psm_gt,,none,,
grape,659,reviewed_260916,reviewed_260916,keep,,,reviewed,,,659,g0658,0,1,,,none,psm_gt,,none,,
grape,660,reviewed_260916,reviewed_260916,keep,,,reviewed,,,660,g0659,0,1,,,none,psm_gt,,none,,
grape,661,reviewed_260916,reviewed_260916,keep,,,reviewed,,,661,g0660,0,1,,,none,psm_gt,,none,,
grape,662,reviewed_260916,reviewed_260916,keep,,,reviewed,,,662,g0661,0,1,,,none,psm_gt,,none,,
grape,663,reviewed_260916,reviewed_260916,keep,,,reviewed,,,663,g0662,0,1,,,none,psm_gt,,none,,
grape,664,reviewed_260916,reviewed_260916,keep,,,reviewed,,,664,g0663,0,1,,,none,psm_gt,,none,,
grape,665,reviewed_260916,reviewed_260916,keep,,,reviewed,,,665,g0664,0,1,,,none,psm_gt,,none,,
grape,666,reviewed_260916,reviewed_260916,keep,,,reviewed,,,666,g0665,0,1,,,none,psm_gt,,none,,
grape,667,reviewed_260916,reviewed_260916,keep,,,reviewed,,,667,g0666,0,1,,,none,psm_gt,,none,,
grape,668,reviewed_260916,reviewed_260916,keep,,,reviewed,,,668,g0667,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
grape,669,reviewed_260916,reviewed_260916,needs_human,,[missing_bunch] AI 와 거의 안 겹침(dice 0.53) — GT 가 실제 송이를 놓쳤거나 엉뚱한 곳에 칠함(규칙 판정),ai,,,669,g0668,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
grape,670,reviewed_260916,reviewed_260916,keep,,dice 0.97 — 라벨된 송이 자체는 정확(규칙 판정). 다만 라벨 안 된 다른 송이가 있을 수 있음,reviewed,,,670,g0669,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
grape,671,reviewed_260916,reviewed_260916,needs_human,,[missing_bunch] dice 0.58 — 송이 일부만 라벨(규칙 판정),ai,,,671,g0670,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
grape,672,reviewed_260916,reviewed_260916,keep,,,reviewed,,,672,g0671,0,1,,,none,psm_gt,,none,,
grape,673,reviewed_260916,reviewed_260916,keep,,dice 0.95 — 라벨된 송이 자체는 정확(규칙 판정). 다만 라벨 안 된 다른 송이가 있을 수 있음,reviewed,,,673,g0672,0,1,,,none,psm_gt,,none,,
grape,674,reviewed_260916,reviewed_260916,keep,,,reviewed,,,674,g0673,0,1,,,none,psm_gt,,none,,
grape,675,reviewed_260916,reviewed_260916,keep,,,reviewed,,,675,g0674,0,1,,,none,psm_gt,,none,,
grape,676,reviewed_260916,reviewed_260916,keep,,,reviewed,,,676,g0675,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
grape,677,reviewed_260916,reviewed_260916,keep,,dice 0.88 — 라벨된 송이 자체는 정확(규칙 판정). 다만 라벨 안 된 다른 송이가 있을 수 있음,reviewed,,,677,g0676,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
grape,678,-,-,excluded_duplicate,reviewed_duplicate,근접 중복(대표 1020 만 남김),ai,,,678,g0677,0,0,,,none,none,,none,,
grape,679,reviewed_260916,reviewed_260916,keep,,dice 0.82 — 라벨된 송이 자체는 정확(규칙 판정). 다만 라벨 안 된 다른 송이가 있을 수 있음,reviewed,,,679,g0678,0,1,,,none,psm_gt,,none,,
grape,680,reviewed_260916,reviewed_260916,keep,,,reviewed,,,680,g0679,0,1,,,none,psm_gt,,none,,
grape,681,reviewed_260916,reviewed_260916,keep,,,reviewed,,,681,g0680,0,1,,,none,psm_gt,,none,,
grape,682,reviewed_260916,reviewed_260916,keep,,,reviewed,,,682,g0681,0,1,,,none,psm_gt,,none,,
grape,683,reviewed_260916,reviewed_260916,keep,,,reviewed,,,683,g0682,0,1,,,none,psm_gt,,none,,
grape,684,reviewed_260916,reviewed_260916,keep,,,reviewed,,,684,g0683,0,1,,,none,psm_gt,,none,,
grape,685,reviewed_260916,reviewed_260916,keep,,,reviewed,,,685,g0684,0,1,,,none,psm_gt,,none,,
grape,686,reviewed_260916,reviewed_260916,keep,,dice 0.80 — 라벨된 송이 자체는 정확(규칙 판정). 다만 라벨 안 된 다른 송이가 있을 수 있음,reviewed,,,686,g0685,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
grape,687,reviewed_260916,reviewed_260916,needs_human,,[missing_bunch] dice 0.79 — 송이 일부만 라벨(규칙 판정),ai,,,687,g0686,0,1,,,none,psm_gt,,none,,
grape,688,reviewed_260916,reviewed_260916,keep,,,reviewed,,,688,g0687,0,1,,,none,psm_gt,,none,,
grape,689,reviewed_260916,reviewed_260916,keep,,dice 0.98 — 라벨된 송이 자체는 정확(규칙 판정). 다만 라벨 안 된 다른 송이가 있을 수 있음,reviewed,,,689,g0688,0,1,,,none,psm_gt,,none,,
grape,690,reviewed_260916,reviewed_260916,keep,,,reviewed,,,690,g0689,0,1,,,none,psm_gt,,none,,
grape,691,reviewed_260916,reviewed_260916,keep,,,reviewed,,,691,g0690,0,1,,,none,psm_gt,,none,,
grape,692,reviewed_260916,reviewed_260916,keep,,,reviewed,,,692,g0691,0,1,,,none,psm_gt,,none,,
grape,693,reviewed_260916,reviewed_260916,keep,,,reviewed,,,693,g0692,0,1,,,none,psm_gt,,none,,
grape,694,reviewed_260916,reviewed_260916,keep,,,reviewed,,,694,g0693,0,1,,,none,psm_gt,,none,,
grape,695,reviewed_260916,reviewed_260916,keep,,,reviewed,,,695,g0694,0,1,,,none,psm_gt,,none,,
grape,696,reviewed_260916,reviewed_260916,keep,,,reviewed,,,696,g0695,0,1,,,none,psm_gt,,none,,
grape,697,reviewed_260916,reviewed_260916,keep,,,reviewed,,,697,g0696,0,1,,,none,psm_gt,,none,,
grape,698,reviewed_260916,reviewed_260916,keep,,,reviewed,,,698,g0697,0,1,,,none,psm_gt,,none,,
